Price,Close,High,Low,Open,Volume
Ticker,KRMN,KRMN,KRMN,KRMN,KRMN
Date,,,,,
2025-04-24,35.130001068115234,35.65999984741211,33.380001068115234,33.849998474121094,403600
2025-04-25,34.79999923706055,35.27000045776367,34.26300048828125,34.91999816894531,434700
2025-04-28,35.52000045776367,35.9900016784668,34.810001373291016,34.869998931884766,1003200
2025-04-29,34.849998474121094,35.5,33.83000183105469,35.22999954223633,565600
2025-04-30,35.75,35.869998931884766,33.72600173950195,34.47999954223633,679000
2025-05-01,36.29999923706055,37.507999420166016,35.75,35.75,736100
2025-05-02,37.88999938964844,38.36000061035156,36.63999938964844,36.63999938964844,521500
2025-05-05,39.08000183105469,39.25,37.404998779296875,37.72999954223633,501500
2025-05-06,38.34000015258789,38.84000015258789,36.11000061035156,36.290000915527344,587100
2025-05-07,38.099998474121094,38.900001525878906,37.88999938964844,38.470001220703125,268100
2025-05-08,38.599998474121094,39.0,38.08000183105469,38.630001068115234,386900
2025-05-09,38.79999923706055,39.970001220703125,37.29999923706055,38.77000045776367,604400
2025-05-12,39.2599983215332,40.25,37.72999954223633,40.0,625300
2025-05-13,40.15999984741211,40.4900016784668,38.599998474121094,39.369998931884766,804500
2025-05-14,43.369998931884766,43.470001220703125,38.0,41.529998779296875,2902700
2025-05-15,44.560001373291016,45.70000076293945,42.209999084472656,44.220001220703125,1101500
2025-05-16,44.31999969482422,45.65999984741211,43.849998474121094,45.22999954223633,953400
2025-05-19,44.31999969482422,45.20000076293945,43.5,43.790000915527344,502700
2025-05-20,43.86000061035156,44.560001373291016,43.685001373291016,44.15999984741211,375600
2025-05-21,42.970001220703125,44.119998931884766,42.689998626708984,43.849998474121094,323700
2025-05-22,42.66999816894531,43.95000076293945,42.09000015258789,43.0,909200
2025-05-23,41.849998474121094,43.0,41.290000915527344,41.779998779296875,893500
2025-05-27,45.290000915527344,45.439998626708984,42.119998931884766,42.41999816894531,778000
2025-05-28,43.22999954223633,45.72999954223633,43.20000076293945,45.5,595000
2025-05-29,43.61000061035156,44.16999816894531,43.150001525878906,44.0,569300
2025-05-30,42.86000061035156,43.44499969482422,42.470001220703125,43.279998779296875,808000
2025-06-02,44.189998626708984,44.23500061035156,42.86000061035156,44.09000015258789,571900
2025-06-03,43.709999084472656,44.5099983215332,43.290000915527344,44.099998474121094,431900
2025-06-04,43.15999984741211,44.31999969482422,42.9900016784668,44.189998626708984,345500
2025-06-05,46.0099983215332,46.310001373291016,42.70000076293945,43.33000183105469,1190200
2025-06-06,46.45000076293945,47.529998779296875,46.20000076293945,46.290000915527344,1166100
2025-06-09,46.68000030517578,47.54999923706055,45.564998626708984,47.38999938964844,662100
2025-06-10,44.150001525878906,47.5,43.650001525878906,46.70000076293945,752100
2025-06-11,45.9900016784668,46.56999969482422,43.61000061035156,44.47999954223633,560400
2025-06-12,47.470001220703125,47.70000076293945,45.0,45.040000915527344,550400
2025-06-13,47.40999984741211,48.310001373291016,46.310001373291016,46.95000076293945,414200
2025-06-16,47.5099983215332,49.80500030517578,47.5099983215332,48.79999923706055,993800
2025-06-17,47.880001068115234,48.459999084472656,47.16999816894531,47.41999816894531,565100
2025-06-18,46.0,48.119998931884766,45.619998931884766,47.88999938964844,713700
2025-06-20,46.2400016784668,47.29800033569336,45.744998931884766,47.0,3475900
2025-06-23,47.150001525878906,47.45000076293945,45.20000076293945,46.040000915527344,563300
2025-06-24,48.279998779296875,48.400001525878906,46.112998962402344,47.849998474121094,647800
2025-06-25,48.88999938964844,49.7599983215332,48.20000076293945,48.66999816894531,1140500
2025-06-26,49.9900016784668,51.154998779296875,49.29999923706055,49.400001525878906,987200
2025-06-27,50.470001220703125,51.0,49.5099983215332,50.08000183105469,3836800
2025-06-30,50.369998931884766,51.83000183105469,50.209999084472656,50.43000030517578,1170100
2025-07-01,44.90999984741211,50.5,44.630001068115234,50.099998474121094,1652000
2025-07-02,45.2400016784668,46.31999969482422,44.66999816894531,45.27000045776367,2370200
2025-07-03,45.02000045776367,45.29999923706055,44.18000030517578,45.2400016784668,904200
2025-07-07,45.2400016784668,45.948001861572266,44.84000015258789,45.349998474121094,755000
